,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
32,turvul,Turkey Vulture,Cathartes aura,L502601,Tom's Place,2024-06-10 08:09,5.0,37.5632897,-118.6813116,True,False,False,S180608229
33,turvul,Turkey Vulture,Cathartes aura,L373931,American River Parkway--Watt Ave. access,2024-06-10 08:08,3.0,38.5662329,-121.3810408,True,False,False,S180612773
34,turvul,Turkey Vulture,Cathartes aura,L18116578,Antone Road San Marcos Foothills Preserve,2024-06-10 08:05,,34.4574368,-119.7511972,True,False,False,S180618811
35,turvul,Turkey Vulture,Cathartes aura,L279302,Santa Clara Valley Water District,2024-06-10 08:03,4.0,37.2480176,-121.8728828,True,False,False,S180604440
36,turvul,Turkey Vulture,Cathartes aura,L7996428,"Camp Curtis, Arcata",2024-06-10 08:02,1.0,40.891406,-124.079108,True,False,True,S180601891
37,turvul,Turkey Vulture,Cathartes aura,L824120,Kyburz Flat area,2024-06-10 07:56,1.0,39.50414,-120.2400398,True,False,False,S180589955
38,turvul,Turkey Vulture,Cathartes aura,L27284430,"2515 Montgomery Pl, El Dorado Hills US-CA 38.72529, -121.10258",2024-06-10 07:55,1.0,38.725288,-121.102582,True,False,True,S180598199
39,turvul,Turkey Vulture,Cathartes aura,L595173,Swenson Park,2024-06-10 07:54,4.0,38.0130367,-121.3421059,True,False,False,S180607399
40,turvul,Turkey Vulture,Cathartes aura,L28463693,North Myrtletown neighborhood and marshes,2024-06-10 07:52,1.0,40.795102,-124.130437,True,False,False,S180593603
41,turvul,Turkey Vulture,Cathartes aura,L768273,Los Angeles River--Sepulveda Basin,2024-06-10 07:51,3.0,34.1694526,-118.4756184,True,False,False,S180606407
42,turvul,Turkey Vulture,Cathartes aura,L3059135,Braehurst Ln (Private),2024-06-10 07:47,4.0,38.3334764,-122.7875805,True,False,True,S180590739
43,turvul,Turkey Vulture,Cathartes aura,L263797,Edgewood Park,2024-06-10 07:40,1.0,37.46952,-122.28079,True,False,False,S180604834
44,turvul,Turkey Vulture,Cathartes aura,L207664,Las Gallinas Valley Sanitary District,2024-06-10 07:36,4.0,38.0274109,-122.515583,True,False,False,S180601356
45,turvul,Turkey Vulture,Cathartes aura,L807379,Mt. Diablo SP--Donner Canyon,2024-06-10 07:29,3.0,37.9184381,-121.925025,True,False,False,S180610459
46,turvul,Turkey Vulture,Cathartes aura,L188972,Lost Lake Rec Area (FRE Co.),2024-06-10 07:21,10.0,36.978016,-119.730934,True,False,False,S180615248
47,turvul,Turkey Vulture,Cathartes aura,L4197326,Guadalupe River Park,2024-06-10 07:21,1.0,37.3439932,-121.9047475,True,False,False,S180600125
48,turvul,Turkey Vulture,Cathartes aura,L825565,Ramona Community Park,2024-06-10 07:18,12.0,33.0534216,-116.859169,True,False,False,S180612982
49,turvul,Turkey Vulture,Cathartes aura,L1316658,Morro Bay SP--Marina/Boardwalk Trail,2024-06-10 07:18,10.0,35.3445235,-120.8418006,True,False,False,S180605809
50,turvul,Turkey Vulture,Cathartes aura,L3264923,Atascadero/ Santa Margarita Road,2024-06-10 07:16,2.0,35.4241685,-120.6155491,True,False,True,S180592582
51,turvul,Turkey Vulture,Cathartes aura,L1130468,Rio Lindo Academy,2024-06-10 07:16,1.0,38.6275209,-122.8391143,True,False,False,S180588967
52,turvul,Turkey Vulture,Cathartes aura,L4110126,Pinnacles NP--Old Bacon Ranch,2024-06-10 07:15,6.0,36.4960532,-121.1425737,True,False,False,S180583086
53,turvul,Turkey Vulture,Cathartes aura,L1295310,Bufferlands--Upper Beach Lake (limited access),2024-06-10 07:04,2.0,38.4496454,-121.4852086,True,False,False,S180594192
54,turvul,Turkey Vulture,Cathartes aura,L16183176,"5637 Darrah Road Mariposa, CA",2024-06-10 07:04,2.0,37.4976922,-119.8540176,True,False,True,S180579378
55,turvul,Turkey Vulture,Cathartes aura,L17345461,Southern Lexington Reservoir,2024-06-10 06:45,13.0,37.176227,-121.984983,True,False,True,S180621090
56,turvul,Turkey Vulture,Cathartes aura,L33135873,"Dog Valley Rd, Chilcoot US-CA 39.47289, -120.10601",2024-06-10 06:43,2.0,39.472891,-120.10601,True,False,True,S180606865
57,turvul,Turkey Vulture,Cathartes aura,L20160950,Tulare_Crystal Drive,2024-06-10 06:37,5.0,36.416369,-118.917775,True,False,True,S180580115
58,turvul,Turkey Vulture,Cathartes aura,L22182481,Tulare_Ferndale Drive,2024-06-10 06:07,3.0,36.413406,-118.917029,True,False,True,S180571473
59,turvul,Turkey Vulture,Cathartes aura,L390301,Paynes Creek Wetland,2024-06-10 06:06,1.0,40.2731667,-122.187,True,False,False,S180602742
60,turvul,Turkey Vulture,Cathartes aura,L6827369,"Home, San Jose",2024-06-10 06:00,1.0,37.2781852,-121.7475325,True,False,True,S180581767
61,turvul,Turkey Vulture,Cathartes aura,L4247344,"Gualala, Ca",2024-06-10 05:40,1.0,38.7960143,-123.5329556,True,False,True,S180618607
62,turvul,Turkey Vulture,Cathartes aura,L333703,Point Arena vicinity,2024-06-10 00:01,4.0,38.9134426,-123.7052393,True,False,False,S180531255
63,turvul,Turkey Vulture,Cathartes aura,L282283,Morro Bay SP--Campground,2024-06-09 20:17,4.0,35.3468444,-120.8387738,True,False,False,S180519213
64,turvul,Turkey Vulture,Cathartes aura,L29562573,"13245 Surf Ln, Clearlake Oaks US-CA (39.0173,-122.6618)",2024-06-09 20:10,10.0,39.017306,-122.661834,True,False,True,S180519599
65,turvul,Turkey Vulture,Cathartes aura,L1473540,Folsom Lake SRA--Granite Bay Launch Ramp vicinity,2024-06-09 19:48,1.0,38.7453474,-121.1423146,True,False,False,S180523985
66,turvul,Turkey Vulture,Cathartes aura,L20858619,Castillo de Turbo,2024-06-09 19:29,1.0,35.4780297,-120.6762317,True,False,True,S180516908
67,turvul,Turkey Vulture,Cathartes aura,L2780725,Hwy 41 at San Gabriel Rd.,2024-06-09 19:14,2.0,35.4630298,-120.6749329,True,False,False,S180522222
68,turvul,Turkey Vulture,Cathartes aura,L4122129,Hays Home,2024-06-09 19:10,1.0,35.1337729,-120.5566585,True,False,True,S180515917
69,turvul,Turkey Vulture,Cathartes aura,L3864028,Portola Reservoir (Restricted Access),2024-06-09 19:10,2.0,33.6326299,-117.5828505,True,False,False,S180528032
70,turvul,Turkey Vulture,Cathartes aura,L12344809,Whitney's yard-- Burnside Rd,2024-06-09 19:09,10.0,38.34311,-122.845026,True,False,True,S180587324
71,turvul,Turkey Vulture,Cathartes aura,L12722550,Carmel Valley--upper El Caminito Rd.,2024-06-09 19:00,2.0,36.4887288,-121.7201295,True,False,False,S180516047
72,turvul,Turkey Vulture,Cathartes aura,L4396050,US-CA-Irvine-Harvard Athletic Park - 33.7105x-117.7978,2024-06-09 18:47,7.0,33.710524,-117.797758,True,False,True,S180516291
73,turvul,Turkey Vulture,Cathartes aura,L9354294,Yosemite NP—Yosemite West,2024-06-09 18:47,,37.651217,-119.721087,True,False,False,S180510428
74,turvul,Turkey Vulture,Cathartes aura,L12705388,Morse St. San Jose,2024-06-09 18:45,2.0,37.3347435,-121.9187848,True,False,True,S180513603
75,turvul,Turkey Vulture,Cathartes aura,L1051068,Monterey--Don Dahvee Park,2024-06-09 18:37,1.0,36.5883175,-121.8969394,True,False,False,S180594702
76,turvul,Turkey Vulture,Cathartes aura,L4419805,Potter Valley Enright/Keiffer Ranch,2024-06-09 18:36,5.0,39.2834377,-123.0512309,True,False,True,S180519556
77,turvul,Turkey Vulture,Cathartes aura,L11221844,Edward Dr House,2024-06-09 18:33,1.0,39.1394875,-121.0538291,True,False,True,S180513806
78,turvul,Turkey Vulture,Cathartes aura,L13468483,Little Peachtree north (mp 14 to 12.5; view from road only),2024-06-09 18:28,1.0,36.1880203,-120.8096871,True,False,False,S180526171
79,turvul,Turkey Vulture,Cathartes aura,L2353500,"Winchester, Winchester Ponds",2024-06-09 18:17,9.0,33.708628,-117.124947,True,False,False,S180508414
80,turvul,Turkey Vulture,Cathartes aura,L21432301,Coney Ct Feeders,2024-06-09 18:07,1.0,38.43381,-122.5990837,True,False,True,S180506931
81,turvul,Turkey Vulture,Cathartes aura,L33117514,Exotic Gardens Seawatch,2024-06-09 18:00,1.0,35.589128,-121.123331,True,False,True,S180523875
82,turvul,Turkey Vulture,Cathartes aura,L873155,Fremont Older OSP--Seven Springs Loop Trail,2024-06-09 18:00,5.0,37.2901271,-122.0570004,True,False,False,S180519052
83,turvul,Turkey Vulture,Cathartes aura,L33117316,"Condor Gulch Trail, Paicines US-CA 36.48227, -121.18277",2024-06-09 17:58,10.0,36.482268,-121.182772,True,False,True,S180523078
84,turvul,Turkey Vulture,Cathartes aura,L824953,Mountain View Rd.--coast side,2024-06-09 17:57,,38.9567391,-123.64151,True,False,False,S180504300
85,turvul,Turkey Vulture,Cathartes aura,L732299,Hansen Dam,2024-06-09 17:55,1.0,34.2670624,-118.385067,True,False,False,S180507909
86,turvul,Turkey Vulture,Cathartes aura,L333704,Arena Cove,2024-06-09 17:51,,38.9145028,-123.7116015,True,False,False,S180502830
87,turvul,Turkey Vulture,Cathartes aura,L301060,Mad River Fish Hatchery,2024-06-09 17:48,3.0,40.8560022,-123.9906109,True,False,False,S180511210
88,turvul,Turkey Vulture,Cathartes aura,L1884624,Jenner Beach,2024-06-09 17:41,,38.4486922,-123.1276559,True,False,False,S180501283
89,turvul,Turkey Vulture,Cathartes aura,L854483,Carmel Valley--Holman Rd.,2024-06-09 17:37,4.0,36.4792531,-121.7218345,True,False,True,S180516209
90,turvul,Turkey Vulture,Cathartes aura,L152136,Peck Rd. Water Conservation Park,2024-06-09 17:35,1.0,34.10053,-118.01333,True,False,False,S180506282
91,turvul,Turkey Vulture,Cathartes aura,L33113491,"17209 Cuvee Ct, Poway US-CA 33.02454, -117.04251",2024-06-09 17:34,1.0,33.024541,-117.042508,True,False,True,S180506159
92,turvul,Turkey Vulture,Cathartes aura,L713500,San Simeon SP,2024-06-09 17:31,1.0,35.5968718,-121.1235286,True,False,False,S180524237
93,turvul,Turkey Vulture,Cathartes aura,L1344876,Ramona Grasslands Preserve--Wildflower Loop,2024-06-09 17:29,1.0,33.0370182,-116.9505658,True,False,False,S180508631
94,turvul,Turkey Vulture,Cathartes aura,L33114146,"Coastal Trail-Last Chance Section, Crescent City, California, US (41.7, -124.14)",2024-06-09 17:29,2.0,41.7004915,-124.139784,True,False,True,S180508907
95,turvul,Turkey Vulture,Cathartes aura,L4149378,McLaughlin Eastshore SP--Brickyard,2024-06-09 17:24,3.0,37.8643174,-122.3058128,True,False,False,S180623911
96,turvul,Turkey Vulture,Cathartes aura,L6304635,Galvin Park,2024-06-09 17:22,1.0,38.4185822,-122.6608461,True,False,False,S180526606
97,turvul,Turkey Vulture,Cathartes aura,L632002,Quail Hill Preserve,2024-06-09 17:19,1.0,33.6536375,-117.7858829,True,False,False,S180505325
98,turvul,Turkey Vulture,Cathartes aura,L1431887,Big Sur--town,2024-06-09 17:16,1.0,36.2644068,-121.8008333,True,False,False,S180505621
99,turvul,Turkey Vulture,Cathartes aura,L286407,Caspers Wilderness Park,2024-06-09 17:16,7.0,33.5694333,-117.5533676,True,False,False,S180620751
100,turvul,Turkey Vulture,Cathartes aura,L8618674,"Casa Dr Pepper, Fountaingrove, Santa Rosa",2024-06-09 17:11,1.0,38.4775939,-122.6901911,True,False,True,S180505093
101,turvul,Turkey Vulture,Cathartes aura,L15487715,Swall Meadows,2024-06-09 17:11,1.0,37.5083818,-118.6414439,True,False,False,S180496568
102,turvul,Turkey Vulture,Cathartes aura,L33111463,"Serrano Pkwy @ Silva Valley Pkwy - ponds/library El Dorado Hills US-CA (38.6697,-121.0634)",2024-06-09 17:08,2.0,38.669678,-121.063355,True,False,True,S180496929
103,turvul,Turkey Vulture,Cathartes aura,L2938141,Los Padres NF--Pratt Trail,2024-06-09 17:04,3.0,34.4634987,-119.2545439,True,False,False,S180519809
104,turvul,Turkey Vulture,Cathartes aura,L1912052,O'Neill Regional Park--Arroyo Trabuco Wilderness (Santa Margarita to Oso),2024-06-09 17:04,1.0,33.620516,-117.6243067,True,False,False,S180506820
105,turvul,Turkey Vulture,Cathartes aura,L33114934,"365 Santa Clara Street, Fillmore, California, US (34.399, -118.911)",2024-06-09 17:02,2.0,34.3988599,-118.9105984,True,False,True,S180512898
106,turvul,Turkey Vulture,Cathartes aura,L32987571,"Sonoma Raceway, Sonoma US-CA 38.16065, -122.45416",2024-06-09 16:54,5.0,38.16065,-122.454159,True,False,True,S180504702
107,turvul,Turkey Vulture,Cathartes aura,L33110468,"2118 Maykirk Rd, San Jose US-CA 37.28500, -121.91501",2024-06-09 16:52,1.0,37.285003,-121.915013,True,False,True,S180492359
108,turvul,Turkey Vulture,Cathartes aura,L33110289,"CA-12 E, Napa US-CA 38.24669, -122.29614",2024-06-09 16:50,1.0,38.246689,-122.296144,True,False,True,S180491551
109,turvul,Turkey Vulture,Cathartes aura,L33117512,"Wilder Ranch State Park, Santa Cruz US-CA 36.96004, -122.08560",2024-06-09 16:49,1.0,36.960039,-122.085601,True,False,True,S180523862
110,turvul,Turkey Vulture,Cathartes aura,L597658,Malibu Lagoon--State Beach including Lagoon,2024-06-09 16:43,1.0,34.0333857,-118.6822987,True,False,False,S180498049
111,turvul,Turkey Vulture,Cathartes aura,L1204188,Mormon Island Wetlands SP,2024-06-09 16:37,1.0,38.6965637,-121.1167574,True,False,False,S180491558
112,turvul,Turkey Vulture,Cathartes aura,L33109339,Harbin garden,2024-06-09 16:24,1.0,38.787572,-122.653536,True,False,True,S180486716
113,turvul,Turkey Vulture,Cathartes aura,L192708,Martinez Regional Shoreline Park,2024-06-09 16:20,2.0,38.0241261,-122.1401596,True,False,False,S180502699
114,turvul,Turkey Vulture,Cathartes aura,L874021,Laguna Creek Wildlife Area,2024-06-09 16:15,1.0,38.4419764,-121.4290309,True,False,False,S180487577
115,turvul,Turkey Vulture,Cathartes aura,L1294767,Lafayette Community Park (CC Co.),2024-06-09 16:15,1.0,37.8629531,-122.0985317,True,False,False,S180489173
116,turvul,Turkey Vulture,Cathartes aura,L13975177,Ranchito Bolsa Nueva (private/offset),2024-06-09 16:15,2.0,36.8170447,-121.7049825,True,False,True,S180623592
117,turvul,Turkey Vulture,Cathartes aura,L12485701,"23602 Via Paloma, Trabuco Canyon US-CA 33.61991, -117.57288",2024-06-09 16:14,1.0,33.619914,-117.572881,True,False,True,S180487009
118,turvul,Turkey Vulture,Cathartes aura,L20672677,Meadows Park,2024-06-09 16:12,1.0,33.502745,-117.0943531,True,False,False,S180494889
119,turvul,Turkey Vulture,Cathartes aura,L5611663,Joshua Tree NP--west entrance,2024-06-09 16:09,4.0,34.0934239,-116.2646735,True,False,False,S180483892
120,turvul,Turkey Vulture,Cathartes aura,L373401,Humboldt Bay NWR--Hookton Slough Unit,2024-06-09 16:07,3.0,40.6773021,-124.2222512,True,False,False,S180482734
121,turvul,Turkey Vulture,Cathartes aura,L9592320,"Humbug Rd, Humbug Valley (40.1422,-121.2622)",2024-06-09 16:06,1.0,40.142178,-121.262179,True,False,True,S180497768
122,turvul,Turkey Vulture,Cathartes aura,L4541974,Santa Rosa Creek Trail--Fiscalini Ranch Preserve,2024-06-09 16:06,2.0,35.565858,-121.1005139,True,False,False,S180524560
123,turvul,Turkey Vulture,Cathartes aura,L17102463,Van Gordon Creek Road,2024-06-09 16:05,9.0,35.601386,-121.1226,True,False,False,S180471292
124,turvul,Turkey Vulture,Cathartes aura,L305422,Malibu Creek SP,2024-06-09 16:01,6.0,34.0991117,-118.7157119,True,False,False,S180498636
125,turvul,Turkey Vulture,Cathartes aura,L2435777,Rancheria falls,2024-06-09 16:00,1.0,37.2520004,-119.1485138,True,False,True,S180514745
126,turvul,Turkey Vulture,Cathartes aura,L843235,Grant Park,2024-06-09 15:55,1.0,34.2873328,-119.2917104,True,False,False,S180484043
127,turvul,Turkey Vulture,Cathartes aura,L615794,Coal Oil Point Reserve--Devereux Slough,2024-06-09 15:51,2.0,34.4136013,-119.8756027,True,False,False,S180532730
128,turvul,Turkey Vulture,Cathartes aura,L1760343,Lake Jocelyn,2024-06-09 15:51,4.0,34.3919961,-119.4772805,True,False,False,S180493403
129,turvul,Turkey Vulture,Cathartes aura,L725270,Harmony--Old Creamery Rd.,2024-06-09 15:47,2.0,35.5077757,-121.0215926,True,False,False,S180478768
130,turvul,Turkey Vulture,Cathartes aura,L351584,Ventura Settling Ponds,2024-06-09 15:47,2.0,34.2381312,-119.2615056,True,False,False,S180494479
131,turvul,Turkey Vulture,Cathartes aura,L2998314,Chrisanta Drive riparian (formerly La Paz Railroad willows),2024-06-09 15:44,2.0,33.6037539,-117.6751667,True,False,False,S180494271
132,turvul,Turkey Vulture,Cathartes aura,L980523,Panoche Rd.--Summit Pond & Ranch,2024-06-09 15:43,3.0,36.62586,-121.00879,True,False,False,S180611627
133,turvul,Turkey Vulture,Cathartes aura,L1153828,Loma Alta OSP,2024-06-09 15:33,2.0,38.0146934,-122.6114559,True,False,False,S180482810
134,turvul,Turkey Vulture,Cathartes aura,L1915468,Vargas Plateau Regional Park,2024-06-09 15:33,4.0,37.5751951,-121.9316769,True,False,False,S180528385
135,turvul,Turkey Vulture,Cathartes aura,L33106735,Andrea,2024-06-09 15:24,1.0,37.849464,-122.210702,True,False,True,S180474886
136,turvul,Turkey Vulture,Cathartes aura,L1824886,Wrights Lake--vicinity,2024-06-09 15:23,2.0,38.8452808,-120.2358606,True,False,False,S180533697
137,turvul,Turkey Vulture,Cathartes aura,L5097382,Mill Creek acquisition (DNCRSP)--Hamilton Rd. Shipyard,2024-06-09 15:23,2.0,41.7336608,-124.0958923,True,False,False,S180516399
138,turvul,Turkey Vulture,Cathartes aura,L1005492,Harmony Headlands SP,2024-06-09 15:20,3.0,35.4748896,-121.0018122,True,False,False,S180511450
139,turvul,Turkey Vulture,Cathartes aura,L16039922,San Geronimo Commons,2024-06-09 15:20,4.0,38.0202324,-122.6663952,True,False,False,S180520638
140,turvul,Turkey Vulture,Cathartes aura,L9608002,"Hayward, Garin East-Walpert Ridge",2024-06-09 15:20,1.0,37.633,-121.9906,True,False,True,S180579823
141,turvul,Turkey Vulture,Cathartes aura,L33106441,"28143 N Shore Rd, Lake Arrowhead US-CA (34.2636,-117.1891)",2024-06-09 15:17,4.0,34.263573,-117.189115,True,False,True,S180473868
142,turvul,Turkey Vulture,Cathartes aura,L468480,Laguna Coast Wilderness Park--Nix Center,2024-06-09 15:16,1.0,33.6080542,-117.7637735,True,False,False,S180489291
143,turvul,Turkey Vulture,Cathartes aura,L12317874,Folsom Lake SRA--Snipes-Pershing Ravine and Rollingwood Bluffs,2024-06-09 15:16,1.0,38.6664239,-121.1940188,True,False,False,S180523104
144,turvul,Turkey Vulture,Cathartes aura,L1033446,Weaverville WTP,2024-06-09 15:15,1.0,40.7158213,-122.9352205,True,False,False,S180498484
145,turvul,Turkey Vulture,Cathartes aura,L1197427,Hwy 70--Paxton,2024-06-09 15:09,1.0,40.0384908,-120.9928608,True,False,False,S180506715
146,turvul,Turkey Vulture,Cathartes aura,L297806,Santa Clara River Estuary,2024-06-09 15:08,3.0,34.2316739,-119.2627716,True,False,False,S180536073
147,turvul,Turkey Vulture,Cathartes aura,L23235597,Robin’s Balcony on Corte Madera Creek,2024-06-09 15:07,1.0,37.943071,-122.535375,True,False,True,S180474353
148,turvul,Turkey Vulture,Cathartes aura,L27187760,HWY 25/ HWY 156 South Facing Pond,2024-06-09 15:05,1.0,36.8854884,-121.4206136,True,False,True,S180470244
149,turvul,Turkey Vulture,Cathartes aura,L384938,San Diego Zoo Safari Park,2024-06-09 15:05,5.0,33.0973669,-116.9981978,True,False,False,S180482328
150,turvul,Turkey Vulture,Cathartes aura,L4146292,"Sycamore Canyon (Whittier, CA)",2024-06-09 15:00,6.0,34.004289,-118.0543345,True,False,False,S180520001
151,turvul,Turkey Vulture,Cathartes aura,L989047,"South Richmond Marshes (Stege, Hoffman) and Meeker Slough",2024-06-09 15:00,1.0,37.9090901,-122.3329122,True,False,False,S180473225
152,turvul,Turkey Vulture,Cathartes aura,L109471,"Ano Nuevo SP--Visitors Center, Elephant Seals and trails",2024-06-09 14:57,4.0,37.1174022,-122.3188162,True,False,False,S180620135
153,turvul,Turkey Vulture,Cathartes aura,L563156,Cleveland NF--Observatory Campground,2024-06-09 14:56,2.0,33.3430233,-116.8778157,True,False,False,S180469928
154,turvul,Turkey Vulture,Cathartes aura,L33131503,Butterfly Valley,2024-06-09 14:55,1.0,40.0042614,-120.976958,True,False,True,S180587198
155,turvul,Turkey Vulture,Cathartes aura,L953070,Madora Lake,2024-06-09 14:54,1.0,39.7817204,-120.6717467,True,False,False,S180504895
156,turvul,Turkey Vulture,Cathartes aura,L857272,Phoenix Park,2024-06-09 14:51,1.0,38.6522541,-121.2176514,True,False,False,S180522986
157,turvul,Turkey Vulture,Cathartes aura,L1655498,Big Sur--Nepenthe,2024-06-09 14:51,4.0,36.2219957,-121.7594681,True,False,False,S180471119
158,turvul,Turkey Vulture,Cathartes aura,L33104650,"8739–9399 US-101, Smith River US-CA 41.90893, -124.13652",2024-06-09 14:46,2.0,41.908927,-124.136524,True,False,True,S180466324
159,turvul,Turkey Vulture,Cathartes aura,L194688,Sepulveda Basin--East of Woodley Ave,2024-06-09 14:46,1.0,34.1767221,-118.4737308,True,False,False,S180489541
160,turvul,Turkey Vulture,Cathartes aura,L33106346,Pala Mission,2024-06-09 14:44,2.0,33.365831,-117.074646,True,False,True,S180473479
161,turvul,Turkey Vulture,Cathartes aura,L385827,Bon Tempe Lake,2024-06-09 14:44,3.0,37.9574291,-122.6097822,True,False,False,S180502876
162,turvul,Turkey Vulture,Cathartes aura,L1861949,Ormond Beach--Arnold Rd.,2024-06-09 14:37,1.0,34.1226943,-119.156529,True,False,False,S180483448
163,turvul,Turkey Vulture,Cathartes aura,L770751,Petaluma Marsh WA--Rush Creek Unit (accessed by Binford Rd or Pinheiro Fire Rd),2024-06-09 14:33,5.0,38.1225723,-122.5628328,True,False,False,S180470033
164,turvul,Turkey Vulture,Cathartes aura,L109489,Bodega Bay--harbor and immediate vicinity,2024-06-09 14:30,3.0,38.3238144,-123.0488491,True,False,False,S180587709
